route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
Orange,389,389_2230_UP,蘆洲站,,,,,1,
Orange,389,389_2231_DN,南勢角站,,,,,1,
Orange,389,389_2238_UP,蘆洲站,,,,,1,
Orange,389,389_2239_DN,南勢角站,,,,,1,
Orange,389,389_2240_UP,蘆洲站,,,,,1,
Orange,389,389_2244_UP,蘆洲站,,,,,1,
Orange,389,389_2255_DN,南勢角站,,,,,1,
Orange,389,389_2257_DN,南勢角站,,,,,1,
Orange,389,389_2264_UP,蘆洲站,,,,,1,
Orange,389,389_2269_DN,南勢角站,,,,,1,
Orange,389,389_2270_UP,蘆洲站,,,,,1,
Orange,389,389_2278_UP,蘆洲站,,,,,1,
Blue,403,403_1058_UP,南港展覽館站,,,,,1,
Blue,403,403_1063_DN,亞東醫院站,,,,,1,
Blue,403,403_1064_UP,南港展覽館站,,,,,1,
Blue,403,403_1065_DN,亞東醫院站,,,,,1,
Blue,403,403_1066_UP,南港展覽館站,,,,,1,
Blue,403,403_1076_UP,南港展覽館站,,,,,1,
Blue,403,403_1077_DN,亞東醫院站,,,,,1,
Blue,403,403_1078_UP,南港展覽館站,,,,,1,
Blue,403,403_1087_DN,頂埔站,,,,,1,
Blue,403,403_1089_DN,頂埔站,,,,,1,
Blue,403,403_1097_DN,頂埔站,,,,,1,
Blue,403,403_1106_UP,南港展覽館站,,,,,1,
Blue,403,403_1110_UP,南港展覽館站,,,,,1,
Blue,403,403_1112_UP,南港展覽館站,,,,,1,
Blue,403,403_1113_DN,亞東醫院站,,,,,1,
Blue,403,403_1120_UP,南港展覽館站,,,,,1,
Blue,403,403_1125_DN,亞東醫院站,,,,,1,
Blue,403,403_1128_UP,南港展覽館站,,,,,1,
Blue,403,403_1129_DN,亞東醫院站,,,,,1,
Blue,403,403_1134_UP,南港展覽館站,,,,,1,
Blue,403,403_1137_DN,頂埔站,,,,,1,
Blue,403,403_1148_UP,南港展覽館站,,,,,1,
Blue,403,403_1149_DN,亞東醫院站,,,,,1,
Blue,403,403_1151_DN,亞東醫院站,,,,,1,
Blue,403,403_1155_DN,亞東醫院站,,,,,1,
Blue,403,403_1156_UP,南港展覽館站,,,,,1,
Blue,403,403_1159_DN,頂埔站,,,,,1,
Blue,403,403_1160_UP,南港展覽館站,,,,,1,
Blue,403,403_1164_UP,南港展覽館站,,,,,1,
Blue,403,403_1165_DN,頂埔站,,,,,1,
Blue,403,403_1171_DN,頂埔站,,,,,1,
Blue,403,403_1175_DN,亞東醫院站,,,,,1,
Blue,403,403_1176_UP,南港展覽館站,,,,,1,
Blue,403,403_1179_DN,亞東醫院站,,,,,1,
Blue,403,403_1181_DN,亞東醫院站,,,,,1,
Blue,403,403_1187_DN,頂埔站,,,,,1,
Blue,403,403_1189_DN,頂埔站,,,,,1,
Blue,403,403_1190_UP,南港展覽館站,,,,,1,
Blue,403,403_1201_DN,頂埔站,,,,,1,
Blue,403,403_1219_DN,亞東醫院站,,,,,1,
Blue,403,403_1221_DN,亞東醫院站,,,,,1,
Blue,403,403_1233_DN,頂埔站,,,,,1,
Blue,403,403_1234_UP,南港展覽館站,,,,,1,
Blue,403,403_1235_DN,頂埔站,,,,,1,
Blue,403,403_1245_DN,亞東醫院站,,,,,1,
Blue,403,403_1250_UP,南港展覽館站,,,,,1,
Blue,403,403_1266_UP,南港展覽館站,,,,,1,
Blue,403,403_1270_UP,南港展覽館站,,,,,1,
Blue,403,403_1271_DN,頂埔站,,,,,1,
Blue,403,403_1272_UP,南港展覽館站,,,,,1,
Blue,403,403_1273_DN,頂埔站,,,,,1,
Blue,403,403_1274_UP,南港展覽館站,,,,,1,
Blue,403,403_1275_DN,頂埔站,,,,,1,
Blue,403,403_1276_UP,南港展覽館站,,,,,1,
Blue,403,403_1282_UP,南港展覽館站,,,,,1,
Blue,403,403_1283_DN,頂埔站,,,,,1,
Blue,403,403_1288_UP,南港展覽館站,,,,,1,
Blue,403,403_1296_UP,南港展覽館站,,,,,1,
Blue,403,403_1301_DN,亞東醫院站,,,,,1,
Blue,403,403_1307_DN,亞東醫院站,,,,,1,
Blue,403,403_1309_DN,頂埔站,,,,,1,
Blue,403,403_1310_UP,南港展覽館站,,,,,1,
Blue,403,403_1311_DN,頂埔站,,,,,1,
Blue,403,403_1317_DN,頂埔站,,,,,1,
Blue,403,403_1319_DN,亞東醫院站,,,,,1,
Blue,403,403_1323_DN,亞東醫院站,,,,,1,
Blue,403,403_1329_DN,頂埔站,,,,,1,
Blue,403,403_1332_UP,南港展覽館站,,,,,1,
Blue,403,403_1337_DN,頂埔站,,,,,1,
Blue,403,403_1350_UP,南港展覽館站,,,,,1,
Blue,403,403_1352_UP,南港展覽館站,,,,,1,
Blue,403,403_1365_DN,頂埔站,,,,,1,
Blue,403,403_1368_UP,南港展覽館站,,,,,1,
Blue,403,403_1369_DN,頂埔站,,,,,1,
Blue,403,403_1371_DN,亞東醫院站,,,,,1,
Blue,403,403_1372_UP,南港展覽館站,,,,,1,
Blue,403,403_1375_DN,頂埔站,,,,,1,
Blue,403,403_1376_UP,南港展覽館站,,,,,1,
Blue,403,403_1380_UP,南港展覽館站,,,,,1,
Blue,403,403_1387_DN,頂埔站,,,,,1,
Blue,403,403_1388_UP,南港展覽館站,,,,,1,
Blue,403,403_1395_DN,頂埔站,,,,,1,
Blue,403,403_1396_UP,南港展覽館站,,,,,1,
Blue,403,403_1398_UP,南港展覽館站,,,,,1,
Blue,403,403_1406_UP,南港展覽館站,,,,,1,
Blue,403,403_1410_UP,南港展覽館站,,,,,1,
Blue,403,403_1422_UP,南港展覽館站,,,,,1,
Blue,403,403_1424_UP,南港展覽館站,,,,,1,
Blue,403,403_1425_DN,頂埔站,,,,,1,
Blue,403,403_1436_UP,南港展覽館站,,,,,1,
Blue,403,403_1437_DN,亞東醫院站,,,,,1,
Blue,403,403_1440_UP,南港展覽館站,,,,,1,
Blue,403,403_1444_UP,南港展覽館站,,,,,1,
Blue,403,403_1445_DN,頂埔站,,,,,1,
Blue,403,403_1449_DN,亞東醫院站,,,,,1,
Orange,389,389_2182_UP,蘆洲站,,,,,1,
Orange,389,389_2190_UP,蘆洲站,,,,,1,
Orange,389,389_2193_DN,南勢角站,,,,,1,
Orange,389,389_2194_UP,蘆洲站,,,,,1,
Orange,389,389_2201_DN,南勢角站,,,,,1,
Orange,389,389_2205_DN,南勢角站,,,,,1,
Orange,389,389_2206_UP,蘆洲站,,,,,1,
Orange,389,389_2207_DN,南勢角站,,,,,1,
Orange,389,389_2208_UP,蘆洲站,,,,,1,
Orange,389,389_2214_UP,迴龍站,,,,,1,
Orange,389,389_2233_DN,南勢角站,,,,,1,
Orange,389,389_2236_UP,蘆洲站,,,,,1,
Orange,389,389_2248_UP,蘆洲站,,,,,1,
Orange,389,389_2253_DN,南勢角站,,,,,1,
Orange,389,389_2258_UP,蘆洲站,,,,,1,
Orange,389,389_2261_DN,南勢角站,,,,,1,
Orange,389,389_2262_UP,蘆洲站,,,,,1,
Orange,389,389_2265_DN,南勢角站,,,,,1,
Orange,389,389_2267_DN,南勢角站,,,,,1,
Orange,389,389_2268_UP,迴龍站,,,,,1,
Orange,389,389_2272_UP,蘆洲站,,,,,1,
Orange,389,389_2273_DN,南勢角站,,,,,1,
Orange,389,389_2275_DN,南勢角站,,,,,1,
Orange,389,389_2280_UP,蘆洲站,,,,,1,
Blue,403,403_1002_UP,南港展覽館站,,,,,1,
Blue,403,403_1008_UP,南港展覽館站,,,,,1,
Blue,403,403_1012_UP,南港展覽館站,,,,,1,
Blue,403,403_1016_UP,南港展覽館站,,,,,1,
Blue,403,403_1017_DN,亞東醫院站,,,,,1,
Blue,403,403_1018_UP,南港展覽館站,,,,,1,
Blue,403,403_1023_DN,頂埔站,,,,,1,
Blue,403,403_1024_UP,南港展覽館站,,,,,1,
Blue,403,403_1027_DN,亞東醫院站,,,,,1,
Blue,403,403_1030_UP,南港展覽館站,,,,,1,
Blue,403,403_1033_DN,亞東醫院站,,,,,1,
Blue,403,403_1038_UP,南港展覽館站,,,,,1,
Blue,403,403_1041_DN,亞東醫院站,,,,,1,
Blue,403,403_1050_UP,南港展覽館站,,,,,1,
Blue,403,403_1052_UP,南港展覽館站,,,,,1,
Blue,403,403_1059_DN,頂埔站,,,,,1,
Blue,403,403_1060_UP,南港展覽館站,,,,,1,
Blue,403,403_1070_UP,南港展覽館站,,,,,1,
Blue,403,403_1072_UP,南港展覽館站,,,,,1,
Blue,403,403_1082_UP,南港展覽館站,,,,,1,
Blue,403,403_1096_UP,南港展覽館站,,,,,1,
Blue,403,403_1103_DN,亞東醫院站,,,,,1,
Blue,403,403_1104_UP,南港展覽館站,,,,,1,
Blue,403,403_1105_DN,亞東醫院站,,,,,1,
Blue,403,403_1107_DN,亞東醫院站,,,,,1,
Blue,403,403_1108_UP,南港展覽館站,,,,,1,
Blue,403,403_1109_DN,頂埔站,,,,,1,
Blue,403,403_1111_DN,頂埔站,,,,,1,
Blue,403,403_1114_UP,南港展覽館站,,,,,1,
Blue,403,403_1119_DN,頂埔站,,,,,1,
Blue,403,403_1123_DN,頂埔站,,,,,1,
Blue,403,403_1126_UP,南港展覽館站,,,,,1,
Blue,403,403_1127_DN,亞東醫院站,,,,,1,
Blue,403,403_1130_UP,南港展覽館站,,,,,1,
Blue,403,403_1135_DN,頂埔站,,,,,1,
Blue,403,403_1139_DN,頂埔站,,,,,1,
Blue,403,403_1143_DN,頂埔站,,,,,1,
Blue,403,403_1146_UP,南港展覽館站,,,,,1,
Blue,403,403_1147_DN,頂埔站,,,,,1,
Blue,403,403_1150_UP,南港展覽館站,,,,,1,
Blue,403,403_1152_UP,南港展覽館站,,,,,1,
Blue,403,403_1153_DN,亞東醫院站,,,,,1,
Blue,403,403_1154_UP,南港展覽館站,,,,,1,
Blue,403,403_1169_DN,頂埔站,,,,,1,
Blue,403,403_1172_UP,南港展覽館站,,,,,1,
Blue,403,403_1173_DN,亞東醫院站,,,,,1,
Blue,403,403_1178_UP,南港展覽館站,,,,,1,
Blue,403,403_1184_UP,昆陽站,,,,,1,
Blue,403,403_1185_DN,頂埔站,,,,,1,
Blue,403,403_1191_DN,亞東醫院站,,,,,1,
Blue,403,403_1192_UP,南港展覽館站,,,,,1,
Blue,403,403_1193_DN,亞東醫院站,,,,,1,
Blue,403,403_1194_UP,南港展覽館站,,,,,1,
Blue,403,403_1195_DN,亞東醫院站,,,,,1,
Blue,403,403_1196_UP,南港展覽館站,,,,,1,
Blue,403,403_1199_DN,亞東醫院站,,,,,1,
Blue,403,403_1200_UP,南港展覽館站,,,,,1,
Blue,403,403_1202_UP,南港展覽館站,,,,,1,
Blue,403,403_1204_UP,南港展覽館站,,,,,1,
Blue,403,403_1212_UP,南港展覽館站,,,,,1,
Blue,403,403_1217_DN,亞東醫院站,,,,,1,
Blue,403,403_1224_UP,南港展覽館站,,,,,1,
Blue,403,403_1242_UP,昆陽站,,,,,1,
Blue,403,403_1246_UP,南港展覽館站,,,,,1,
Blue,403,403_1248_UP,南港展覽館站,,,,,1,
Blue,403,403_1253_DN,頂埔站,,,,,1,
Blue,403,403_1254_UP,南港展覽館站,,,,,1,
Blue,403,403_1255_DN,頂埔站,,,,,1,
Blue,403,403_1261_DN,亞東醫院站,,,,,1,
Blue,403,403_1262_UP,南港展覽館站,,,,,1,
Blue,403,403_1269_DN,頂埔站,,,,,1,
Blue,403,403_1281_DN,頂埔站,,,,,1,
Blue,403,403_1287_DN,頂埔站,,,,,1,
Orange,389,389_2281_DN,南勢角站,,,,,1,
Orange,389,389_2282_UP,蘆洲站,,,,,1,
Orange,389,389_2284_UP,蘆洲站,,,,,1,
Orange,389,389_2286_UP,迴龍站,,,,,1,
Blue,403,403_1009_DN,亞東醫院站,,,,,1,
Blue,403,403_1025_DN,頂埔站,,,,,1,
Blue,403,403_1034_UP,南港展覽館站,,,,,1,
Blue,403,403_1036_UP,南港展覽館站,,,,,1,
Blue,403,403_1042_UP,南港展覽館站,,,,,1,
Blue,403,403_1049_DN,頂埔站,,,,,1,
Blue,403,403_1051_DN,亞東醫院站,,,,,1,
Blue,403,403_1057_DN,亞東醫院站,,,,,1,
Blue,403,403_1062_UP,南港展覽館站,,,,,1,
Blue,403,403_1073_DN,頂埔站,,,,,1,
Blue,403,403_1074_UP,南港展覽館站,,,,,1,
Blue,403,403_1075_DN,亞東醫院站,,,,,1,
Blue,403,403_1080_UP,南港展覽館站,,,,,1,
Blue,403,403_1081_DN,亞東醫院站,,,,,1,
Blue,403,403_1084_UP,南港展覽館站,,,,,1,
Blue,403,403_1090_UP,南港展覽館站,,,,,1,
Blue,403,403_1092_UP,南港展覽館站,,,,,1,
Blue,403,403_1099_DN,頂埔站,,,,,1,
Blue,403,403_1101_DN,亞東醫院站,,,,,1,
Blue,403,403_1102_UP,南港展覽館站,,,,,1,
Blue,403,403_1117_DN,亞東醫院站,,,,,1,
Blue,403,403_1121_DN,頂埔站,,,,,1,
Blue,403,403_1122_UP,南港展覽館站,,,,,1,
Blue,403,403_1124_UP,南港展覽館站,,,,,1,
Blue,403,403_1131_DN,頂埔站,,,,,1,
Blue,403,403_1132_UP,南港展覽館站,,,,,1,
Blue,403,403_1133_DN,頂埔站,,,,,1,
Blue,403,403_1138_UP,南港展覽館站,,,,,1,
Blue,403,403_1141_DN,頂埔站,,,,,1,
Blue,403,403_1157_DN,頂埔站,,,,,1,
Blue,403,403_1158_UP,南港展覽館站,,,,,1,
Blue,403,403_1161_DN,頂埔站,,,,,1,
Blue,403,403_1163_DN,頂埔站,,,,,1,
Blue,403,403_1168_UP,南港展覽館站,,,,,1,
Blue,403,403_1170_UP,南港展覽館站,,,,,1,
Blue,403,403_1180_UP,南港展覽館站,,,,,1,
Blue,403,403_1182_UP,南港展覽館站,,,,,1,
Blue,403,403_1183_DN,亞東醫院站,,,,,1,
Blue,403,403_1197_DN,亞東醫院站,,,,,1,
Blue,403,403_1198_UP,南港展覽館站,,,,,1,
Blue,403,403_1205_DN,亞東醫院站,,,,,1,
Blue,403,403_1207_DN,亞東醫院站,,,,,1,
Blue,403,403_1213_DN,頂埔站,,,,,1,
Blue,403,403_1214_UP,南港展覽館站,,,,,1,
Blue,403,403_1215_DN,亞東醫院站,,,,,1,
Blue,403,403_1216_UP,南港展覽館站,,,,,1,
Blue,403,403_1218_UP,南港展覽館站,,,,,1,
Blue,403,403_1222_UP,南港展覽館站,,,,,1,
Blue,403,403_1229_DN,亞東醫院站,,,,,1,
Blue,403,403_1231_DN,頂埔站,,,,,1,
Blue,403,403_1232_UP,南港展覽館站,,,,,1,
Blue,403,403_1237_DN,頂埔站,,,,,1,
Blue,403,403_1238_UP,南港展覽館站,,,,,1,
Blue,403,403_1240_UP,南港展覽館站,,,,,1,
Blue,403,403_1241_DN,亞東醫院站,,,,,1,
Blue,403,403_1247_DN,頂埔站,,,,,1,
Blue,403,403_1260_UP,南港展覽館站,,,,,1,
Blue,403,403_1267_DN,亞東醫院站,,,,,1,
Blue,403,403_1277_DN,亞東醫院站,,,,,1,
Blue,403,403_1278_UP,南港展覽館站,,,,,1,
Blue,403,403_1291_DN,頂埔站,,,,,1,
Blue,403,403_1292_UP,南港展覽館站,,,,,1,
Blue,403,403_1293_DN,頂埔站,,,,,1,
Blue,403,403_1300_UP,南港展覽館站,,,,,1,
Blue,403,403_1312_UP,南港展覽館站,,,,,1,
Blue,403,403_1314_UP,南港展覽館站,,,,,1,
Blue,403,403_1320_UP,南港展覽館站,,,,,1,
Blue,403,403_1322_UP,南港展覽館站,,,,,1,
Blue,403,403_1326_UP,南港展覽館站,,,,,1,
Blue,403,403_1334_UP,南港展覽館站,,,,,1,
Blue,403,403_1336_UP,南港展覽館站,,,,,1,
Blue,403,403_1343_DN,頂埔站,,,,,1,
Blue,403,403_1353_DN,頂埔站,,,,,1,
Blue,403,403_1354_UP,南港展覽館站,,,,,1,
Blue,403,403_1356_UP,南港展覽館站,,,,,1,
Blue,403,403_1359_DN,頂埔站,,,,,1,
Blue,403,403_1361_DN,亞東醫院站,,,,,1,
Blue,403,403_1363_DN,頂埔站,,,,,1,
Blue,403,403_1378_UP,南港展覽館站,,,,,1,
Blue,403,403_1390_UP,南港展覽館站,,,,,1,
Blue,403,403_1394_UP,南港展覽館站,,,,,1,
Blue,403,403_1401_DN,頂埔站,,,,,1,
Blue,403,403_1404_UP,南港展覽館站,,,,,1,
Blue,403,403_1405_DN,頂埔站,,,,,1,
Blue,403,403_1409_DN,亞東醫院站,,,,,1,
Blue,403,403_1411_DN,亞東醫院站,,,,,1,
Blue,403,403_1414_UP,南港展覽館站,,,,,1,
Blue,403,403_1415_DN,頂埔站,,,,,1,
Blue,403,403_1418_UP,南港展覽館站,,,,,1,
Blue,403,403_1419_DN,頂埔站,,,,,1,
Blue,403,403_1428_UP,南港展覽館站,,,,,1,
Blue,403,403_1431_DN,頂埔站,,,,,1,
Blue,403,403_1451_DN,頂埔站,,,,,1,
Blue,403,403_1453_DN,頂埔站,,,,,1,
Blue,403,403_1461_DN,頂埔站,,,,,1,
Blue,403,403_1462_UP,南港展覽館站,,,,,1,
Blue,403,403_1465_DN,頂埔站,,,,,1,
Blue,403,403_1467_DN,頂埔站,,,,,1,
Blue,403,403_1471_DN,頂埔站,,,,,1,
Blue,403,403_1473_DN,亞東醫院站,,,,,1,
Blue,403,403_1474_UP,昆陽站,,,,,1,
Blue,403,403_2009_DN,頂埔站,,,,,1,
Blue,403,403_2016_UP,南港展覽館站,,,,,1,
Blue,403,403_2027_DN,頂埔站,,,,,1,
Blue,403,403_2029_DN,頂埔站,,,,,1,
Blue,403,403_2036_UP,南港展覽館站,,,,,1,
Blue,403,403_2038_UP,南港展覽館站,,,,,1,
Blue,403,403_2039_DN,亞東醫院站,,,,,1,
Blue,403,403_2043_DN,頂埔站,,,,,1,
Blue,403,403_2047_DN,頂埔站,,,,,1,
Blue,403,403_2054_UP,南港展覽館站,,,,,1,
Blue,403,403_2065_DN,頂埔站,,,,,1,
Blue,403,403_2066_UP,南港展覽館站,,,,,1,
Blue,403,403_2070_UP,南港展覽館站,,,,,1,
Blue,403,403_2082_UP,南港展覽館站,,,,,1,
Blue,403,403_2083_DN,亞東醫院站,,,,,1,
Blue,403,403_2084_UP,南港展覽館站,,,,,1,
Blue,403,403_2089_DN,頂埔站,,,,,1,
Blue,403,403_2095_DN,亞東醫院站,,,,,1,
Blue,403,403_2096_UP,南港展覽館站,,,,,1,
Blue,403,403_2099_DN,亞東醫院站,,,,,1,
Blue,403,403_2105_DN,頂埔站,,,,,1,
Blue,403,403_2109_DN,亞東醫院站,,,,,1,
Blue,403,403_2114_UP,南港展覽館站,,,,,1,
Blue,403,403_2118_UP,南港展覽館站,,,,,1,
Blue,403,403_2119_DN,頂埔站,,,,,1,
Blue,403,403_2124_UP,南港展覽館站,,,,,1,
Blue,403,403_2128_UP,南港展覽館站,,,,,1,
Blue,403,403_2129_DN,亞東醫院站,,,,,1,
Blue,403,403_2136_UP,南港展覽館站,,,,,1,
Blue,403,403_2148_UP,南港展覽館站,,,,,1,
Blue,403,403_2151_DN,頂埔站,,,,,1,
Blue,403,403_2153_DN,頂埔站,,,,,1,
Blue,403,403_2155_DN,頂埔站,,,,,1,
Blue,403,403_2167_DN,頂埔站,,,,,1,
Blue,403,403_2169_DN,頂埔站,,,,,1,
Blue,403,403_2180_UP,昆陽站,,,,,1,
Blue,403,403_1290_UP,南港展覽館站,,,,,1,
Blue,403,403_1295_DN,頂埔站,,,,,1,
Blue,403,403_1299_DN,亞東醫院站,,,,,1,
Blue,403,403_1302_UP,昆陽站,,,,,1,
Blue,403,403_1304_UP,南港展覽館站,,,,,1,
Blue,403,403_1305_DN,頂埔站,,,,,1,
Blue,403,403_1308_UP,南港展覽館站,,,,,1,
Blue,403,403_1313_DN,頂埔站,,,,,1,
Blue,403,403_1315_DN,頂埔站,,,,,1,
Blue,403,403_1316_UP,南港展覽館站,,,,,1,
Blue,403,403_1318_UP,南港展覽館站,,,,,1,
Blue,403,403_1327_DN,頂埔站,,,,,1,
Blue,403,403_1328_UP,南港展覽館站,,,,,1,
Blue,403,403_1330_UP,南港展覽館站,,,,,1,
Blue,403,403_1331_DN,頂埔站,,,,,1,
Blue,403,403_1333_DN,頂埔站,,,,,1,
Blue,403,403_1335_DN,頂埔站,,,,,1,
Blue,403,403_1338_UP,南港展覽館站,,,,,1,
Blue,403,403_1341_DN,頂埔站,,,,,1,
Blue,403,403_1344_UP,南港展覽館站,,,,,1,
Blue,403,403_1349_DN,亞東醫院站,,,,,1,
Blue,403,403_1357_DN,頂埔站,,,,,1,
Blue,403,403_1360_UP,南港展覽館站,,,,,1,
Blue,403,403_1364_UP,南港展覽館站,,,,,1,
Blue,403,403_1366_UP,南港展覽館站,,,,,1,
Blue,403,403_1373_DN,頂埔站,,,,,1,
Blue,403,403_1374_UP,南港展覽館站,,,,,1,
Blue,403,403_1377_DN,頂埔站,,,,,1,
Blue,403,403_1379_DN,頂埔站,,,,,1,
Blue,403,403_1383_DN,頂埔站,,,,,1,
Blue,403,403_1384_UP,南港展覽館站,,,,,1,
Blue,403,403_1385_DN,頂埔站,,,,,1,
Blue,403,403_1397_DN,頂埔站,,,,,1,
Blue,403,403_1399_DN,頂埔站,,,,,1,
Blue,403,403_1400_UP,南港展覽館站,,,,,1,
Blue,403,403_1416_UP,南港展覽館站,,,,,1,
Blue,403,403_1417_DN,頂埔站,,,,,1,
Blue,403,403_1421_DN,頂埔站,,,,,1,
Blue,403,403_1423_DN,亞東醫院站,,,,,1,
Blue,403,403_1426_UP,南港展覽館站,,,,,1,
Blue,403,403_1432_UP,南港展覽館站,,,,,1,
Blue,403,403_1439_DN,頂埔站,,,,,1,
Blue,403,403_1442_UP,南港展覽館站,,,,,1,
Blue,403,403_1447_DN,亞東醫院站,,,,,1,
Blue,403,403_1452_UP,南港展覽館站,,,,,1,
Blue,403,403_1455_DN,頂埔站,,,,,1,
Blue,403,403_1464_UP,南港展覽館站,,,,,1,
Blue,403,403_1475_DN,亞東醫院站,,,,,1,
Blue,403,403_1476_UP,南港展覽館站,,,,,1,
Blue,403,403_1483_DN,亞東醫院站,,,,,1,
Blue,403,403_1485_DN,亞東醫院站,,,,,1,
Blue,403,403_2008_UP,南港展覽館站,,,,,1,
Blue,403,403_2010_UP,南港展覽館站,,,,,1,
Blue,403,403_2011_DN,亞東醫院站,,,,,1,
Blue,403,403_2015_DN,亞東醫院站,,,,,1,
Blue,403,403_2017_DN,亞東醫院站,,,,,1,
Blue,403,403_2019_DN,頂埔站,,,,,1,
Blue,403,403_2023_DN,亞東醫院站,,,,,1,
Blue,403,403_2028_UP,南港展覽館站,,,,,1,
Blue,403,403_2034_UP,南港展覽館站,,,,,1,
Blue,403,403_2049_DN,亞東醫院站,,,,,1,
Blue,403,403_2055_DN,亞東醫院站,,,,,1,
Blue,403,403_2058_UP,南港展覽館站,,,,,1,
Blue,403,403_2071_DN,頂埔站,,,,,1,
Blue,403,403_2074_UP,南港展覽館站,,,,,1,
Blue,403,403_2078_UP,南港展覽館站,,,,,1,
Blue,403,403_2085_DN,頂埔站,,,,,1,
Blue,403,403_2087_DN,頂埔站,,,,,1,
Blue,403,403_2088_UP,南港展覽館站,,,,,1,
Blue,403,403_2116_UP,南港展覽館站,,,,,1,
Blue,403,403_2117_DN,頂埔站,,,,,1,
Blue,403,403_2131_DN,亞東醫院站,,,,,1,
Blue,403,403_2140_UP,南港展覽館站,,,,,1,
Blue,403,403_2147_DN,亞東醫院站,,,,,1,
Blue,403,403_2159_DN,亞東醫院站,,,,,1,
Blue,403,403_2160_UP,南港展覽館站,,,,,1,
Blue,403,403_2161_DN,亞東醫院站,,,,,1,
Blue,403,403_2163_DN,亞東醫院站,,,,,1,
Blue,403,403_2166_UP,南港展覽館站,,,,,1,
Blue,403,403_2177_DN,頂埔站,,,,,1,
Blue,403,403_2182_UP,南港展覽館站,,,,,1,
Blue,403,403_2183_DN,亞東醫院站,,,,,1,
Blue,403,403_2186_UP,南港展覽館站,,,,,1,
Blue,403,403_1441_DN,頂埔站,,,,,1,
Blue,403,403_1443_DN,頂埔站,,,,,1,
Blue,403,403_1446_UP,南港展覽館站,,,,,1,
Blue,403,403_1450_UP,南港展覽館站,,,,,1,
Blue,403,403_1454_UP,南港展覽館站,,,,,1,
Blue,403,403_1459_DN,頂埔站,,,,,1,
Blue,403,403_1463_DN,頂埔站,,,,,1,
Blue,403,403_1466_UP,南港展覽館站,,,,,1,
Blue,403,403_1468_UP,南港展覽館站,,,,,1,
Blue,403,403_1470_UP,南港展覽館站,,,,,1,
Blue,403,403_1478_UP,南港展覽館站,,,,,1,
Blue,403,403_1482_UP,南港展覽館站,,,,,1,
Blue,403,403_2001_DN,頂埔站,,,,,1,
Blue,403,403_2002_UP,南港展覽館站,,,,,1,
Blue,403,403_2003_DN,頂埔站,,,,,1,
Blue,403,403_2004_UP,南港展覽館站,,,,,1,
Blue,403,403_2021_DN,頂埔站,,,,,1,
Blue,403,403_2026_UP,南港展覽館站,,,,,1,
Blue,403,403_2031_DN,亞東醫院站,,,,,1,
Blue,403,403_2041_DN,頂埔站,,,,,1,
Blue,403,403_2044_UP,南港展覽館站,,,,,1,
Blue,403,403_2045_DN,亞東醫院站,,,,,1,
Blue,403,403_2048_UP,南港展覽館站,,,,,1,
Blue,403,403_2050_UP,昆陽站,,,,,1,
Blue,403,403_2053_DN,頂埔站,,,,,1,
Blue,403,403_2056_UP,南港展覽館站,,,,,1,
Blue,403,403_2059_DN,亞東醫院站,,,,,1,
Blue,403,403_2060_UP,南港展覽館站,,,,,1,
Blue,403,403_2064_UP,南港展覽館站,,,,,1,
Blue,403,403_2073_DN,頂埔站,,,,,1,
Blue,403,403_2077_DN,頂埔站,,,,,1,
Blue,403,403_2091_DN,頂埔站,,,,,1,
Blue,403,403_2100_UP,南港展覽館站,,,,,1,
Blue,403,403_2101_DN,亞東醫院站,,,,,1,
Blue,403,403_2106_UP,南港展覽館站,,,,,1,
Blue,403,403_2108_UP,南港展覽館站,,,,,1,
Blue,403,403_2111_DN,亞東醫院站,,,,,1,
Blue,403,403_2125_DN,亞東醫院站,,,,,1,
Blue,403,403_2126_UP,南港展覽館站,,,,,1,
Blue,403,403_2130_UP,南港展覽館站,,,,,1,
Blue,403,403_2133_DN,亞東醫院站,,,,,1,
Blue,403,403_2135_DN,亞東醫院站,,,,,1,
Blue,403,403_2137_DN,頂埔站,,,,,1,
Blue,403,403_2138_UP,南港展覽館站,,,,,1,
Blue,403,403_2139_DN,頂埔站,,,,,1,
Blue,403,403_2141_DN,頂埔站,,,,,1,
Blue,403,403_2144_UP,南港展覽館站,,,,,1,
Blue,403,403_2150_UP,南港展覽館站,,,,,1,
Blue,403,403_2152_UP,南港展覽館站,,,,,1,
Blue,403,403_2154_UP,南港展覽館站,,,,,1,
Blue,403,403_2168_UP,南港展覽館站,,,,,1,
Blue,403,403_2171_DN,亞東醫院站,,,,,1,
Blue,403,403_2174_UP,昆陽站,,,,,1,
Blue,403,403_2188_UP,昆陽站,,,,,1,
Blue,403,403_2190_UP,昆陽站,,,,,1,
Green,183,183_6003_DN,台電大樓站,,,,,1,
Green,183,183_6004_UP,松山站,,,,,1,
Green,183,183_6010_UP,松山站,,,,,1,
Green,183,183_6013_DN,新店站,,,,,1,
Green,183,183_6023_DN,新店站,,,,,1,
Green,183,183_6028_UP,松山站,,,,,1,
Green,183,183_6031_DN,新店站,,,,,1,
Green,183,183_6032_UP,松山站,,,,,1,
Green,183,183_6040_UP,松山站,,,,,1,
Green,183,183_6045_DN,新店站,,,,,1,
Green,183,183_6048_UP,松山站,,,,,1,
