table_name,field_name,language,translation,record_id,record_sub_id,field_value
trips,trip_headsign,en,Luzhou,389_2070_UP,,
trips,trip_headsign,en,Luzhou,389_2082_UP,,
trips,trip_headsign,en,Luzhou,389_2086_UP,,
trips,trip_headsign,en,Luzhou,389_2100_UP,,
trips,trip_headsign,en,Nanshijiao,389_2101_DN,,
trips,trip_headsign,en,Nanshijiao,389_2113_DN,,
trips,trip_headsign,en,Nanshijiao,389_2117_DN,,
trips,trip_headsign,en,Nanshijiao,389_2127_DN,,
trips,trip_headsign,en,Nanshijiao,389_2129_DN,,
trips,trip_headsign,en,Nanshijiao,389_2135_DN,,
trips,trip_headsign,en,Huilong,389_2138_UP,,
trips,trip_headsign,en,Nanshijiao,389_2141_DN,,
trips,trip_headsign,en,Luzhou,389_2142_UP,,
trips,trip_headsign,en,Luzhou,389_2148_UP,,
trips,trip_headsign,en,Nanshijiao,389_2151_DN,,
trips,trip_headsign,en,Nanshijiao,389_2153_DN,,
trips,trip_headsign,en,Nanshijiao,389_2155_DN,,
trips,trip_headsign,en,Luzhou,389_2156_UP,,
trips,trip_headsign,en,Luzhou,389_2164_UP,,
trips,trip_headsign,en,Nanshijiao,389_2175_DN,,
trips,trip_headsign,en,Nanshijiao,389_2177_DN,,
trips,trip_headsign,en,Nanshijiao,389_2189_DN,,
trips,trip_headsign,en,Nanshijiao,389_2195_DN,,
trips,trip_headsign,en,Nanshijiao,389_2197_DN,,
trips,trip_headsign,en,Luzhou,389_2198_UP,,
trips,trip_headsign,en,Nanshijiao,389_2199_DN,,
trips,trip_headsign,en,Luzhou,389_2200_UP,,
trips,trip_headsign,en,Nanshijiao,389_2203_DN,,
trips,trip_headsign,en,Luzhou,389_2212_UP,,
trips,trip_headsign,en,Nanshijiao,389_2215_DN,,
trips,trip_headsign,en,Nanshijiao,389_2219_DN,,
trips,trip_headsign,en,Luzhou,389_2220_UP,,
trips,trip_headsign,en,Luzhou,389_2222_UP,,
trips,trip_headsign,en,Nanshijiao,389_2223_DN,,
trips,trip_headsign,en,Luzhou,389_2224_UP,,
trips,trip_headsign,en,Nanshijiao,389_2227_DN,,
trips,trip_headsign,en,Nanshijiao,389_2229_DN,,
trips,trip_headsign,en,Luzhou,389_2232_UP,,
trips,trip_headsign,en,Luzhou,389_2234_UP,,
trips,trip_headsign,en,Nanshijiao,389_2243_DN,,
trips,trip_headsign,en,Nanshijiao,389_2247_DN,,
trips,trip_headsign,en,Nanshijiao,389_2249_DN,,
trips,trip_headsign,en,Luzhou,389_2250_UP,,
trips,trip_headsign,en,Nanshijiao,389_2251_DN,,
trips,trip_headsign,en,Luzhou,389_2256_UP,,
trips,trip_headsign,en,Nanshijiao,389_2263_DN,,
trips,trip_headsign,en,Luzhou,389_2266_UP,,
trips,trip_headsign,en,Nanshijiao,389_2271_DN,,
trips,trip_headsign,en,Luzhou,389_2274_UP,,
trips,trip_headsign,en,Luzhou,389_2276_UP,,
trips,trip_headsign,en,Nanshijiao,389_2279_DN,,
trips,trip_headsign,en,Nanshijiao,389_2285_DN,,
trips,trip_headsign,en,Nanshijiao,389_2287_DN,,
trips,trip_headsign,en,Exhibition Center,403_1004_UP,,
trips,trip_headsign,en,Dingpu,403_1005_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1007_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1011_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1013_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1015_DN,,
trips,trip_headsign,en,Dingpu,403_1019_DN,,
trips,trip_headsign,en,Exhibition Center,403_1026_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1029_DN,,
trips,trip_headsign,en,Dingpu,403_1037_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1039_DN,,
trips,trip_headsign,en,Exhibition Center,403_1040_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1043_DN,,
trips,trip_headsign,en,Dingpu,403_1047_DN,,
trips,trip_headsign,en,Exhibition Center,403_1048_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1053_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1055_DN,,
trips,trip_headsign,en,Exhibition Center,403_1056_UP,,
trips,trip_headsign,en,Nanshijiao,389_1117_DN,,
trips,trip_headsign,en,Nanshijiao,389_1125_DN,,
trips,trip_headsign,en,Huilong,389_1132_UP,,
trips,trip_headsign,en,Nanshijiao,389_1133_DN,,
trips,trip_headsign,en,Huilong,389_1138_UP,,
trips,trip_headsign,en,Huilong,389_1146_UP,,
trips,trip_headsign,en,Nanshijiao,389_1151_DN,,
trips,trip_headsign,en,Nanshijiao,389_1153_DN,,
trips,trip_headsign,en,Huilong,389_1154_UP,,
trips,trip_headsign,en,Huilong,389_1156_UP,,
trips,trip_headsign,en,Huilong,389_1158_UP,,
trips,trip_headsign,en,Huilong,389_1160_UP,,
trips,trip_headsign,en,Huilong,389_1162_UP,,
trips,trip_headsign,en,Nanshijiao,389_1163_DN,,
trips,trip_headsign,en,Huilong,389_1164_UP,,
trips,trip_headsign,en,Huilong,389_1168_UP,,
trips,trip_headsign,en,Nanshijiao,389_1171_DN,,
trips,trip_headsign,en,Nanshijiao,389_1181_DN,,
trips,trip_headsign,en,Huilong,389_1196_UP,,
trips,trip_headsign,en,Nanshijiao,389_1197_DN,,
trips,trip_headsign,en,Nanshijiao,389_1199_DN,,
trips,trip_headsign,en,Huilong,389_1200_UP,,
trips,trip_headsign,en,Nanshijiao,389_1201_DN,,
trips,trip_headsign,en,Huilong,389_1202_UP,,
trips,trip_headsign,en,Nanshijiao,389_1203_DN,,
trips,trip_headsign,en,Huilong,389_1204_UP,,
trips,trip_headsign,en,Nanshijiao,389_1205_DN,,
trips,trip_headsign,en,Nanshijiao,389_1209_DN,,
trips,trip_headsign,en,Luzhou,389_1210_UP,,
trips,trip_headsign,en,Nanshijiao,389_1211_DN,,
trips,trip_headsign,en,Huilong,389_1214_UP,,
trips,trip_headsign,en,Nanshijiao,389_1215_DN,,
trips,trip_headsign,en,Nanshijiao,389_1219_DN,,
trips,trip_headsign,en,Nanshijiao,389_1221_DN,,
trips,trip_headsign,en,Nanshijiao,389_1223_DN,,
trips,trip_headsign,en,Nanshijiao,389_1227_DN,,
trips,trip_headsign,en,Huilong,389_1232_UP,,
trips,trip_headsign,en,Huilong,389_1242_UP,,
trips,trip_headsign,en,Nanshijiao,389_1243_DN,,
trips,trip_headsign,en,Huilong,389_1244_UP,,
trips,trip_headsign,en,Nanshijiao,389_1247_DN,,
trips,trip_headsign,en,Nanshijiao,389_1251_DN,,
trips,trip_headsign,en,Huilong,389_1252_UP,,
trips,trip_headsign,en,Nanshijiao,389_1253_DN,,
trips,trip_headsign,en,Huilong,389_1254_UP,,
trips,trip_headsign,en,Huilong,389_1258_UP,,
trips,trip_headsign,en,Huilong,389_1260_UP,,
trips,trip_headsign,en,Luzhou,389_1262_UP,,
trips,trip_headsign,en,Nanshijiao,389_1267_DN,,
trips,trip_headsign,en,Huilong,389_1268_UP,,
trips,trip_headsign,en,Nanshijiao,389_1269_DN,,
trips,trip_headsign,en,Huilong,389_1272_UP,,
trips,trip_headsign,en,Nanshijiao,389_1273_DN,,
trips,trip_headsign,en,Nanshijiao,389_1279_DN,,
trips,trip_headsign,en,Luzhou,389_1280_UP,,
trips,trip_headsign,en,Huilong,389_1284_UP,,
trips,trip_headsign,en,Nanshijiao,389_1285_DN,,
trips,trip_headsign,en,Huilong,389_1288_UP,,
trips,trip_headsign,en,Luzhou,389_2010_UP,,
trips,trip_headsign,en,Nanshijiao,389_2013_DN,,
trips,trip_headsign,en,Nanshijiao,389_2019_DN,,
trips,trip_headsign,en,Nanshijiao,389_2023_DN,,
trips,trip_headsign,en,Nanshijiao,389_2025_DN,,
trips,trip_headsign,en,Huilong,389_2028_UP,,
trips,trip_headsign,en,Luzhou,389_2034_UP,,
trips,trip_headsign,en,Nanshijiao,389_2035_DN,,
trips,trip_headsign,en,Luzhou,389_2036_UP,,
trips,trip_headsign,en,Nanshijiao,389_2037_DN,,
trips,trip_headsign,en,Luzhou,389_2038_UP,,
trips,trip_headsign,en,Nanshijiao,389_2043_DN,,
trips,trip_headsign,en,Luzhou,389_2044_UP,,
trips,trip_headsign,en,Luzhou,389_2056_UP,,
trips,trip_headsign,en,Nanshijiao,389_2061_DN,,
trips,trip_headsign,en,Nanshijiao,389_2063_DN,,
trips,trip_headsign,en,Luzhou,389_2074_UP,,
trips,trip_headsign,en,Nanshijiao,389_2075_DN,,
trips,trip_headsign,en,Luzhou,389_2076_UP,,
trips,trip_headsign,en,Nanshijiao,389_2083_DN,,
trips,trip_headsign,en,Luzhou,389_2084_UP,,
trips,trip_headsign,en,Nanshijiao,389_2085_DN,,
trips,trip_headsign,en,Nanshijiao,389_2089_DN,,
trips,trip_headsign,en,Nanshijiao,389_2093_DN,,
trips,trip_headsign,en,Nanshijiao,389_2095_DN,,
trips,trip_headsign,en,Luzhou,389_2096_UP,,
trips,trip_headsign,en,Nanshijiao,389_2097_DN,,
trips,trip_headsign,en,Luzhou,389_2098_UP,,
trips,trip_headsign,en,Nanshijiao,389_2107_DN,,
trips,trip_headsign,en,Nanshijiao,389_2111_DN,,
trips,trip_headsign,en,Luzhou,389_2116_UP,,
trips,trip_headsign,en,Luzhou,389_2120_UP,,
trips,trip_headsign,en,Nanshijiao,389_2123_DN,,
trips,trip_headsign,en,Nanshijiao,389_2125_DN,,
trips,trip_headsign,en,Luzhou,389_2130_UP,,
trips,trip_headsign,en,Nanshijiao,389_2133_DN,,
trips,trip_headsign,en,Luzhou,389_2136_UP,,
trips,trip_headsign,en,Nanshijiao,389_2137_DN,,
trips,trip_headsign,en,Nanshijiao,389_2139_DN,,
trips,trip_headsign,en,Nanshijiao,389_2143_DN,,
trips,trip_headsign,en,Luzhou,389_2144_UP,,
trips,trip_headsign,en,Luzhou,389_2146_UP,,
trips,trip_headsign,en,Nanshijiao,389_2159_DN,,
trips,trip_headsign,en,Nanshijiao,389_2167_DN,,
trips,trip_headsign,en,Luzhou,389_2172_UP,,
trips,trip_headsign,en,Luzhou,389_2176_UP,,
trips,trip_headsign,en,Nanshijiao,389_2181_DN,,
trips,trip_headsign,en,Nanshijiao,389_1115_DN,,
trips,trip_headsign,en,Huilong,389_1120_UP,,
trips,trip_headsign,en,Nanshijiao,389_1121_DN,,
trips,trip_headsign,en,Huilong,389_1122_UP,,
trips,trip_headsign,en,Huilong,389_1136_UP,,
trips,trip_headsign,en,Nanshijiao,389_1139_DN,,
trips,trip_headsign,en,Huilong,389_1140_UP,,
trips,trip_headsign,en,Huilong,389_1142_UP,,
trips,trip_headsign,en,Nanshijiao,389_1145_DN,,
trips,trip_headsign,en,Nanshijiao,389_1147_DN,,
trips,trip_headsign,en,Nanshijiao,389_1161_DN,,
trips,trip_headsign,en,Nanshijiao,389_1169_DN,,
trips,trip_headsign,en,Nanshijiao,389_1173_DN,,
trips,trip_headsign,en,Huilong,389_1176_UP,,
trips,trip_headsign,en,Nanshijiao,389_1177_DN,,
trips,trip_headsign,en,Huilong,389_1178_UP,,
trips,trip_headsign,en,Nanshijiao,389_1179_DN,,
trips,trip_headsign,en,Nanshijiao,389_1183_DN,,
trips,trip_headsign,en,Huilong,389_1188_UP,,
trips,trip_headsign,en,Huilong,389_1190_UP,,
trips,trip_headsign,en,Huilong,389_1192_UP,,
trips,trip_headsign,en,Nanshijiao,389_1193_DN,,
trips,trip_headsign,en,Huilong,389_1198_UP,,
trips,trip_headsign,en,Huilong,389_1216_UP,,
trips,trip_headsign,en,Huilong,389_1220_UP,,
trips,trip_headsign,en,Huilong,389_1224_UP,,
trips,trip_headsign,en,Huilong,389_1230_UP,,
trips,trip_headsign,en,Nanshijiao,389_1231_DN,,
trips,trip_headsign,en,Nanshijiao,389_1237_DN,,
trips,trip_headsign,en,Nanshijiao,389_1239_DN,,
trips,trip_headsign,en,Huilong,389_1240_UP,,
trips,trip_headsign,en,Nanshijiao,389_1249_DN,,
trips,trip_headsign,en,Nanshijiao,389_1271_DN,,
trips,trip_headsign,en,Nanshijiao,389_1277_DN,,
trips,trip_headsign,en,Huilong,389_1282_UP,,
trips,trip_headsign,en,Huilong,389_1286_UP,,
trips,trip_headsign,en,Luzhou,389_2002_UP,,
trips,trip_headsign,en,Nanshijiao,389_2003_DN,,
trips,trip_headsign,en,Luzhou,389_2004_UP,,
trips,trip_headsign,en,Nanshijiao,389_2011_DN,,
trips,trip_headsign,en,Luzhou,389_2018_UP,,
trips,trip_headsign,en,Luzhou,389_2024_UP,,
trips,trip_headsign,en,Luzhou,389_2026_UP,,
trips,trip_headsign,en,Nanshijiao,389_2031_DN,,
trips,trip_headsign,en,Luzhou,389_2048_UP,,
trips,trip_headsign,en,Luzhou,389_2050_UP,,
trips,trip_headsign,en,Nanshijiao,389_2051_DN,,
trips,trip_headsign,en,Nanshijiao,389_2053_DN,,
trips,trip_headsign,en,Luzhou,389_2054_UP,,
trips,trip_headsign,en,Nanshijiao,389_2055_DN,,
trips,trip_headsign,en,Nanshijiao,389_2057_DN,,
trips,trip_headsign,en,Luzhou,389_2060_UP,,
trips,trip_headsign,en,Nanshijiao,389_2065_DN,,
trips,trip_headsign,en,Luzhou,389_2066_UP,,
trips,trip_headsign,en,Nanshijiao,389_2077_DN,,
trips,trip_headsign,en,Luzhou,389_2080_UP,,
trips,trip_headsign,en,Luzhou,389_2088_UP,,
trips,trip_headsign,en,Luzhou,389_2094_UP,,
trips,trip_headsign,en,Luzhou,389_2102_UP,,
trips,trip_headsign,en,Nanshijiao,389_2103_DN,,
trips,trip_headsign,en,Luzhou,389_2104_UP,,
trips,trip_headsign,en,Luzhou,389_2106_UP,,
trips,trip_headsign,en,Nanshijiao,389_2109_DN,,
trips,trip_headsign,en,Nanshijiao,389_2115_DN,,
trips,trip_headsign,en,Luzhou,389_2118_UP,,
trips,trip_headsign,en,Luzhou,389_2122_UP,,
trips,trip_headsign,en,Luzhou,389_2124_UP,,
trips,trip_headsign,en,Luzhou,389_2126_UP,,
trips,trip_headsign,en,Luzhou,389_2128_UP,,
trips,trip_headsign,en,Luzhou,389_2132_UP,,
trips,trip_headsign,en,Luzhou,389_2134_UP,,
trips,trip_headsign,en,Nanshijiao,389_2145_DN,,
trips,trip_headsign,en,Nanshijiao,389_2149_DN,,
trips,trip_headsign,en,Luzhou,389_2150_UP,,
trips,trip_headsign,en,Luzhou,389_2152_UP,,
trips,trip_headsign,en,Luzhou,389_2158_UP,,
trips,trip_headsign,en,Nanshijiao,389_2161_DN,,
trips,trip_headsign,en,Nanshijiao,389_2163_DN,,
trips,trip_headsign,en,Nanshijiao,389_2165_DN,,
trips,trip_headsign,en,Luzhou,389_2168_UP,,
trips,trip_headsign,en,Nanshijiao,389_2169_DN,,
trips,trip_headsign,en,Nanshijiao,389_2171_DN,,
trips,trip_headsign,en,Luzhou,389_2174_UP,,
trips,trip_headsign,en,Luzhou,389_2178_UP,,
trips,trip_headsign,en,Nanshijiao,389_2183_DN,,
trips,trip_headsign,en,Nanshijiao,389_2185_DN,,
trips,trip_headsign,en,Luzhou,389_2196_UP,,
trips,trip_headsign,en,Nanshijiao,389_2209_DN,,
trips,trip_headsign,en,Luzhou,389_2210_UP,,
trips,trip_headsign,en,Nanshijiao,389_2213_DN,,
trips,trip_headsign,en,Nanshijiao,389_2217_DN,,
trips,trip_headsign,en,Luzhou,389_2218_UP,,
trips,trip_headsign,en,Nanshijiao,389_2221_DN,,
trips,trip_headsign,en,Luzhou,389_2228_UP,,
trips,trip_headsign,en,Luzhou,389_2230_UP,,
trips,trip_headsign,en,Nanshijiao,389_2231_DN,,
trips,trip_headsign,en,Luzhou,389_2238_UP,,
trips,trip_headsign,en,Nanshijiao,389_2239_DN,,
trips,trip_headsign,en,Luzhou,389_2240_UP,,
trips,trip_headsign,en,Luzhou,389_2244_UP,,
trips,trip_headsign,en,Nanshijiao,389_2255_DN,,
trips,trip_headsign,en,Nanshijiao,389_2257_DN,,
trips,trip_headsign,en,Luzhou,389_2264_UP,,
trips,trip_headsign,en,Nanshijiao,389_2269_DN,,
trips,trip_headsign,en,Luzhou,389_2270_UP,,
trips,trip_headsign,en,Luzhou,389_2278_UP,,
trips,trip_headsign,en,Exhibition Center,403_1058_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1063_DN,,
trips,trip_headsign,en,Exhibition Center,403_1064_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1065_DN,,
trips,trip_headsign,en,Exhibition Center,403_1066_UP,,
trips,trip_headsign,en,Exhibition Center,403_1076_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1077_DN,,
trips,trip_headsign,en,Exhibition Center,403_1078_UP,,
trips,trip_headsign,en,Dingpu,403_1087_DN,,
trips,trip_headsign,en,Dingpu,403_1089_DN,,
trips,trip_headsign,en,Dingpu,403_1097_DN,,
trips,trip_headsign,en,Exhibition Center,403_1106_UP,,
trips,trip_headsign,en,Exhibition Center,403_1110_UP,,
trips,trip_headsign,en,Exhibition Center,403_1112_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1113_DN,,
trips,trip_headsign,en,Exhibition Center,403_1120_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1125_DN,,
trips,trip_headsign,en,Exhibition Center,403_1128_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1129_DN,,
trips,trip_headsign,en,Exhibition Center,403_1134_UP,,
trips,trip_headsign,en,Dingpu,403_1137_DN,,
trips,trip_headsign,en,Exhibition Center,403_1148_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1149_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1151_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1155_DN,,
trips,trip_headsign,en,Exhibition Center,403_1156_UP,,
trips,trip_headsign,en,Dingpu,403_1159_DN,,
trips,trip_headsign,en,Exhibition Center,403_1160_UP,,
trips,trip_headsign,en,Exhibition Center,403_1164_UP,,
trips,trip_headsign,en,Dingpu,403_1165_DN,,
trips,trip_headsign,en,Dingpu,403_1171_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1175_DN,,
trips,trip_headsign,en,Exhibition Center,403_1176_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1179_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1181_DN,,
trips,trip_headsign,en,Dingpu,403_1187_DN,,
trips,trip_headsign,en,Dingpu,403_1189_DN,,
trips,trip_headsign,en,Exhibition Center,403_1190_UP,,
trips,trip_headsign,en,Dingpu,403_1201_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1219_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1221_DN,,
trips,trip_headsign,en,Dingpu,403_1233_DN,,
trips,trip_headsign,en,Exhibition Center,403_1234_UP,,
trips,trip_headsign,en,Dingpu,403_1235_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1245_DN,,
trips,trip_headsign,en,Exhibition Center,403_1250_UP,,
trips,trip_headsign,en,Exhibition Center,403_1266_UP,,
trips,trip_headsign,en,Exhibition Center,403_1270_UP,,
trips,trip_headsign,en,Dingpu,403_1271_DN,,
trips,trip_headsign,en,Exhibition Center,403_1272_UP,,
trips,trip_headsign,en,Dingpu,403_1273_DN,,
trips,trip_headsign,en,Exhibition Center,403_1274_UP,,
trips,trip_headsign,en,Dingpu,403_1275_DN,,
trips,trip_headsign,en,Exhibition Center,403_1276_UP,,
trips,trip_headsign,en,Exhibition Center,403_1282_UP,,
trips,trip_headsign,en,Dingpu,403_1283_DN,,
trips,trip_headsign,en,Exhibition Center,403_1288_UP,,
trips,trip_headsign,en,Exhibition Center,403_1296_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1301_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1307_DN,,
trips,trip_headsign,en,Dingpu,403_1309_DN,,
trips,trip_headsign,en,Exhibition Center,403_1310_UP,,
trips,trip_headsign,en,Dingpu,403_1311_DN,,
trips,trip_headsign,en,Dingpu,403_1317_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1319_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1323_DN,,
trips,trip_headsign,en,Dingpu,403_1329_DN,,
trips,trip_headsign,en,Exhibition Center,403_1332_UP,,
trips,trip_headsign,en,Dingpu,403_1337_DN,,
trips,trip_headsign,en,Exhibition Center,403_1350_UP,,
trips,trip_headsign,en,Exhibition Center,403_1352_UP,,
trips,trip_headsign,en,Dingpu,403_1365_DN,,
trips,trip_headsign,en,Exhibition Center,403_1368_UP,,
trips,trip_headsign,en,Dingpu,403_1369_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1371_DN,,
trips,trip_headsign,en,Exhibition Center,403_1372_UP,,
trips,trip_headsign,en,Dingpu,403_1375_DN,,
trips,trip_headsign,en,Exhibition Center,403_1376_UP,,
trips,trip_headsign,en,Exhibition Center,403_1380_UP,,
trips,trip_headsign,en,Dingpu,403_1387_DN,,
trips,trip_headsign,en,Exhibition Center,403_1388_UP,,
trips,trip_headsign,en,Dingpu,403_1395_DN,,
trips,trip_headsign,en,Exhibition Center,403_1396_UP,,
trips,trip_headsign,en,Exhibition Center,403_1398_UP,,
trips,trip_headsign,en,Exhibition Center,403_1406_UP,,
trips,trip_headsign,en,Exhibition Center,403_1410_UP,,
trips,trip_headsign,en,Exhibition Center,403_1422_UP,,
trips,trip_headsign,en,Exhibition Center,403_1424_UP,,
trips,trip_headsign,en,Dingpu,403_1425_DN,,
trips,trip_headsign,en,Exhibition Center,403_1436_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1437_DN,,
trips,trip_headsign,en,Exhibition Center,403_1440_UP,,
trips,trip_headsign,en,Exhibition Center,403_1444_UP,,
trips,trip_headsign,en,Dingpu,403_1445_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1449_DN,,
trips,trip_headsign,en,Luzhou,389_2182_UP,,
trips,trip_headsign,en,Luzhou,389_2190_UP,,
trips,trip_headsign,en,Nanshijiao,389_2193_DN,,
trips,trip_headsign,en,Luzhou,389_2194_UP,,
trips,trip_headsign,en,Nanshijiao,389_2201_DN,,
trips,trip_headsign,en,Nanshijiao,389_2205_DN,,
trips,trip_headsign,en,Luzhou,389_2206_UP,,
trips,trip_headsign,en,Nanshijiao,389_2207_DN,,
trips,trip_headsign,en,Luzhou,389_2208_UP,,
trips,trip_headsign,en,Huilong,389_2214_UP,,
trips,trip_headsign,en,Nanshijiao,389_2233_DN,,
trips,trip_headsign,en,Luzhou,389_2236_UP,,
trips,trip_headsign,en,Luzhou,389_2248_UP,,
trips,trip_headsign,en,Nanshijiao,389_2253_DN,,
trips,trip_headsign,en,Luzhou,389_2258_UP,,
trips,trip_headsign,en,Nanshijiao,389_2261_DN,,
trips,trip_headsign,en,Luzhou,389_2262_UP,,
trips,trip_headsign,en,Nanshijiao,389_2265_DN,,
trips,trip_headsign,en,Nanshijiao,389_2267_DN,,
trips,trip_headsign,en,Huilong,389_2268_UP,,
trips,trip_headsign,en,Luzhou,389_2272_UP,,
trips,trip_headsign,en,Nanshijiao,389_2273_DN,,
trips,trip_headsign,en,Nanshijiao,389_2275_DN,,
trips,trip_headsign,en,Luzhou,389_2280_UP,,
trips,trip_headsign,en,Exhibition Center,403_1002_UP,,
trips,trip_headsign,en,Exhibition Center,403_1008_UP,,
trips,trip_headsign,en,Exhibition Center,403_1012_UP,,
trips,trip_headsign,en,Exhibition Center,403_1016_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1017_DN,,
trips,trip_headsign,en,Exhibition Center,403_1018_UP,,
trips,trip_headsign,en,Dingpu,403_1023_DN,,
trips,trip_headsign,en,Exhibition Center,403_1024_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1027_DN,,
trips,trip_headsign,en,Exhibition Center,403_1030_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1033_DN,,
trips,trip_headsign,en,Exhibition Center,403_1038_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1041_DN,,
trips,trip_headsign,en,Exhibition Center,403_1050_UP,,
trips,trip_headsign,en,Exhibition Center,403_1052_UP,,
trips,trip_headsign,en,Dingpu,403_1059_DN,,
trips,trip_headsign,en,Exhibition Center,403_1060_UP,,
trips,trip_headsign,en,Exhibition Center,403_1070_UP,,
trips,trip_headsign,en,Exhibition Center,403_1072_UP,,
trips,trip_headsign,en,Exhibition Center,403_1082_UP,,
trips,trip_headsign,en,Exhibition Center,403_1096_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1103_DN,,
trips,trip_headsign,en,Exhibition Center,403_1104_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1105_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1107_DN,,
trips,trip_headsign,en,Exhibition Center,403_1108_UP,,
trips,trip_headsign,en,Dingpu,403_1109_DN,,
trips,trip_headsign,en,Dingpu,403_1111_DN,,
trips,trip_headsign,en,Exhibition Center,403_1114_UP,,
trips,trip_headsign,en,Dingpu,403_1119_DN,,
trips,trip_headsign,en,Dingpu,403_1123_DN,,
trips,trip_headsign,en,Exhibition Center,403_1126_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1127_DN,,
trips,trip_headsign,en,Exhibition Center,403_1130_UP,,
trips,trip_headsign,en,Dingpu,403_1135_DN,,
trips,trip_headsign,en,Dingpu,403_1139_DN,,
trips,trip_headsign,en,Dingpu,403_1143_DN,,
trips,trip_headsign,en,Exhibition Center,403_1146_UP,,
trips,trip_headsign,en,Dingpu,403_1147_DN,,
trips,trip_headsign,en,Exhibition Center,403_1150_UP,,
trips,trip_headsign,en,Exhibition Center,403_1152_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1153_DN,,
trips,trip_headsign,en,Exhibition Center,403_1154_UP,,
trips,trip_headsign,en,Dingpu,403_1169_DN,,
trips,trip_headsign,en,Exhibition Center,403_1172_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1173_DN,,
trips,trip_headsign,en,Exhibition Center,403_1178_UP,,
trips,trip_headsign,en,Kunyang,403_1184_UP,,
trips,trip_headsign,en,Dingpu,403_1185_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1191_DN,,
trips,trip_headsign,en,Exhibition Center,403_1192_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1193_DN,,
trips,trip_headsign,en,Exhibition Center,403_1194_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1195_DN,,
trips,trip_headsign,en,Exhibition Center,403_1196_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1199_DN,,
trips,trip_headsign,en,Exhibition Center,403_1200_UP,,
trips,trip_headsign,en,Exhibition Center,403_1202_UP,,
trips,trip_headsign,en,Exhibition Center,403_1204_UP,,
trips,trip_headsign,en,Exhibition Center,403_1212_UP,,
trips,trip_headsign,en,Far Eastern Hospital,403_1217_DN,,
trips,trip_headsign,en,Exhibition Center,403_1224_UP,,
trips,trip_headsign,en,Kunyang,403_1242_UP,,
trips,trip_headsign,en,Exhibition Center,403_1246_UP,,
trips,trip_headsign,en,Exhibition Center,403_1248_UP,,
trips,trip_headsign,en,Dingpu,403_1253_DN,,
trips,trip_headsign,en,Exhibition Center,403_1254_UP,,
trips,trip_headsign,en,Dingpu,403_1255_DN,,
trips,trip_headsign,en,Far Eastern Hospital,403_1261_DN,,
trips,trip_headsign,en,Exhibition Center,403_1262_UP,,
trips,trip_headsign,en,Dingpu,403_1269_DN,,
trips,trip_headsign,en,Dingpu,403_1281_DN,,
trips,trip_headsign,en,Dingpu,403_1287_DN,,
trips,trip_headsign,en,Nanshijiao,389_2281_DN,,
