table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,platform_code,en,2,R06_DN,,
stops,platform_code,en,1,R06_UP,,
stops,platform_code,en,4,R07_DN,,
stops,platform_code,en,2,R07_UP,,
stops,platform_code,en,3,R08_DN,,
stops,platform_code,en,1,R08_UP,,
stops,platform_code,en,2,R09_DN,,
stops,platform_code,en,1,R09_UP,,
stops,platform_code,en,2,R10_DN,,
stops,platform_code,en,1,R10_UP,,
stops,platform_code,en,2,R11_DN,,
stops,platform_code,en,1,R11_UP,,
stops,platform_code,en,2,R12_DN,,
stops,platform_code,en,1,R12_UP,,
stops,platform_code,en,2,R13_DN,,
stops,platform_code,en,1,R13_UP,,
stops,platform_code,en,2,R14_DN,,
stops,platform_code,en,1,R14_UP,,
stops,platform_code,en,2,R15_DN,,
stops,platform_code,en,1,R15_UP,,
stops,platform_code,en,2,R16_DN,,
stops,platform_code,en,1,R16_UP,,
stops,platform_code,en,2,R17_DN,,
stops,platform_code,en,1,R17_UP,,
stops,platform_code,en,2,R18_DN,,
stops,platform_code,en,1,R18_UP,,
stops,platform_code,en,2,R19_DN,,
stops,platform_code,en,1,R19_UP,,
stops,platform_code,en,2,R20_DN,,
stops,platform_code,en,1,R20_UP,,
stops,platform_code,en,2,R21_DN,,
stops,platform_code,en,1,R21_UP,,
stops,platform_code,en,"2, 3",R22_DN,,
stops,platform_code,en,1,R22_UP,,
stops,platform_code,en,4,R22_UPA,,
stops,platform_code,en,2,R22A_DN,,
stops,platform_code,en,1,R22A_UP,,
stops,platform_code,en,2,R23_DN,,
stops,platform_code,en,1,R23_UP,,
stops,platform_code,en,2,R24_DN,,
stops,platform_code,en,1,R24_UP,,
stops,platform_code,en,2,R25_DN,,
stops,platform_code,en,1,R25_UP,,
stops,platform_code,en,2,R26_DN,,
stops,platform_code,en,1,R26_UP,,
stops,platform_code,en,2,R27_DN,,
stops,platform_code,en,1,R27_UP,,
stops,platform_code,en,2,R28_DN,,
stops,platform_code,en,1,R28_UP,,
stops,platform_code,en,2,Y07_DN,,
stops,platform_code,en,1,Y07_UP,,
stops,platform_code,en,2,Y08_DN,,
stops,platform_code,en,1,Y08_UP,,
stops,platform_code,en,2,Y09_DN,,
stops,platform_code,en,1,Y09_UP,,
stops,platform_code,en,2,Y10_DN,,
stops,platform_code,en,1,Y10_UP,,
stops,platform_code,en,2,Y11_DN,,
stops,platform_code,en,1,Y11_UP,,
stops,platform_code,en,2,Y12_DN,,
stops,platform_code,en,1,Y12_UP,,
stops,platform_code,en,2,Y13_DN,,
stops,platform_code,en,1,Y13_UP,,
stops,platform_code,en,2,Y14_DN,,
stops,platform_code,en,1,Y14_UP,,
stops,platform_code,en,2,Y15_DN,,
stops,platform_code,en,1,Y15_UP,,
stops,platform_code,en,2,Y16_DN,,
stops,platform_code,en,1,Y16_UP,,
stops,platform_code,en,2,Y17_DN,,
stops,platform_code,en,1,Y17_UP,,
stops,platform_code,en,2,Y18_DN,,
stops,platform_code,en,1,Y18_UP,,
stops,platform_code,en,2,Y19_DN,,
stops,platform_code,en,1,Y19_UP,,
stops,platform_code,en,2,Y20_DN,,
stops,platform_code,en,1,Y20_UP,,
stops,stop_name,en,Dingpu,076,,
stops,stop_name,en,Yongning,077,,
stops,stop_name,en,Tucheng,078,,
stops,stop_name,en,Haishan,079,,
stops,stop_name,en,Far Eastern Hospital,080,,
stops,stop_name,en,Fuzhong,081,,
stops,stop_name,en,Banqiao,082,,
stops,stop_name,en,Xinpu,083,,
stops,stop_name,en,Jiangzicui,084,,
stops,stop_name,en,Longshan Temple,085,,
stops,stop_name,en,Ximen,086,,
stops,stop_name,en,Taipei Main Station,051,,
stops,stop_name,en,Shandao Temple,088,,
stops,stop_name,en,Zhongxiao Xinsheng,089,,
stops,stop_name,en,Zhongxiao Fuxing,010,,
stops,stop_name,en,Zhongxiao Dunhua,091,,
stops,stop_name,en,Sun Yat,092,,
stops,stop_name,en,Taipei City Hall,093,,
stops,stop_name,en,Yongchun,094,,
stops,stop_name,en,Houshanpi,095,,
stops,stop_name,en,Kunyang,096,,
stops,stop_name,en,Nangang,097,,
stops,stop_name,en,Taipei Nangang Exhibition Center,031,,
stops,stop_name,en,Xindian,033,,
stops,stop_name,en,Single,G01_Single Exit,,
stops,stop_name,en,Xindian District Office,034,,
stops,stop_name,en,Qizhang,035,,
stops,stop_name,en,Xiaobitan,032,,
stops,stop_name,en,Dapinglin,036,,
stops,stop_name,en,Jingmei,037,,
stops,stop_name,en,Wanlong,038,,
stops,stop_name,en,Gongguan,039,,
stops,stop_name,en,Taipower Building,040,,
stops,stop_name,en,Guting,041,,
stops,stop_name,en,Chiang Kai,042,,
stops,stop_name,en,Xiaonanmen,043,,
stops,stop_name,en,Beimen,105,,
stops,stop_name,en,Zhongshan,053,,
stops,stop_name,en,Songjiang Nanjing,132,,
stops,stop_name,en,Nanjing Fuxing,009,,
stops,stop_name,en,Taipei Arena,109,,
stops,stop_name,en,Nanjing Sanmin,110,,
stops,stop_name,en,SongShan,111,,
stops,stop_name,en,Nanshijiao,048,,
stops,stop_name,en,Jingan,047,,
stops,stop_name,en,Single,Y11O02_Single Exit,,
stops,stop_name,en,Yongan Market,046,,
stops,stop_name,en,Single,O03_Single Exit,,
stops,stop_name,en,Dingxi,045,,
stops,stop_name,en,Dongmen,134,,
stops,stop_name,en,Xingtian Temple,131,,
stops,stop_name,en,Zhongshan Elementary School,130,,
stops,stop_name,en,Minquan W. Rd.,055,,
stops,stop_name,en,Daqiaotou,128,,
stops,stop_name,en,Taipei Bridge,127,,
stops,stop_name,en,Single,O13_Single Exit,,
stops,stop_name,en,Cailiao,126,,
stops,stop_name,en,Sanchong,125,,
stops,stop_name,en,Xianse Temple,124,,
stops,stop_name,en,Touqianzhuang,123,,
stops,stop_name,en,Xinzhuang,122,,
stops,stop_name,en,Fu Jen University,121,,
stops,stop_name,en,Danfeng,180,,
stops,stop_name,en,Huilong,179,,
stops,stop_name,en,Sanchong Elementary School,178,,
stops,stop_name,en,Single,O50_Single Exit,,
stops,stop_name,en,Sanhe Junior High School,177,,
stops,stop_name,en,St. Ignatius High School,176,,
stops,stop_name,en,Sanmin Senior High School,175,,
stops,stop_name,en,Luzhou,174,,
stops,stop_name,en,Xiangshan,099,,
stops,stop_name,en,Taipei 101/World Trade Center,100,,
stops,stop_name,en,Xinyi Anhe,101,,
stops,stop_name,en,Daan,011,,
stops,stop_name,en,Daan Park,103,,
stops,stop_name,en,NTU Hospital,050,,
stops,stop_name,en,Shuanglian,054,,
stops,stop_name,en,Yuanshan,056,,
stops,stop_name,en,Jiantan,057,,
stops,stop_name,en,Shilin,058,,
stops,stop_name,en,Zhishan,059,,
stops,stop_name,en,Mingde,060,,
stops,stop_name,en,Shipai,061,,
stops,stop_name,en,Qilian,062,,
stops,stop_name,en,Qiyan,063,,
stops,stop_name,en,Single,R21_Single Exit,,
stops,stop_name,en,Beitou,064,,
stops,stop_name,en,Xinbeitou,065,,
stops,stop_name,en,Fuxinggang,066,,
stops,stop_name,en,Zhongyi,067,,
stops,stop_name,en,Guandu,068,,
stops,stop_name,en,Zhuwei,069,,
stops,stop_name,en,Hongshulin,070,,
stops,stop_name,en,Tamsui,071,,
stops,stop_name,en,Taipei Zoo,019,,
stops,stop_name,en,Muzha,018,,
stops,stop_name,en,Single,BR02_Single Exit,,
stops,stop_name,en,Wanfang Community,017,,
stops,stop_name,en,Single,BR03_Single Exit,,
stops,stop_name,en,Wanfang Hospital,016,,
stops,stop_name,en,Single,BR04_Single Exit,,
stops,stop_name,en,Xinhai,015,,
stops,stop_name,en,Single,BR05_Single Exit,,
stops,stop_name,en,Linguang,014,,
stops,stop_name,en,Single,BR06_Single Exit,,
stops,stop_name,en,Liuzhangli,013,,
stops,stop_name,en,Single,BR07_Single Exit,,
stops,stop_name,en,Technology Building,012,,
stops,stop_name,en,Single,BR08_Single Exit,,
stops,stop_name,en,Zhongshan Junior High School,008,,
stops,stop_name,en,Single,BR12_Single Exit,,
stops,stop_name,en,SongShan Airport,007,,
stops,stop_name,en,Dazhi,021,,
stops,stop_name,en,Jiannan Rd.,022,,
stops,stop_name,en,Xihu,023,,
stops,stop_name,en,Gangqian,024,,
stops,stop_name,en,Wende,025,,
stops,stop_name,en,Neihu,026,,
stops,stop_name,en,Dahu Park,027,,
stops,stop_name,en,Huzhou,028,,
stops,stop_name,en,Donghu,029,,
stops,stop_name,en,Nangang Software Park,030,,
stops,stop_name,en,Shisizhang,201,,
stops,stop_name,en,Single,Y08_Single Exit,,
stops,stop_name,en,XiulangBridge,202,,
stops,stop_name,en,Jingping,203,,
stops,stop_name,en,Single,Y10_Single Exit,,
stops,stop_name,en,Zhonghe,205,,
stops,stop_name,en,Single,Y12_Single Exit,,
stops,stop_name,en,Qiaohe,206,,
stops,stop_name,en,Single,Y13_Single Exit,,
stops,stop_name,en,Zhongyuan,207,,
stops,stop_name,en,Single,Y14_Single Exit,,
stops,stop_name,en,Banxin,208,,
stops,stop_name,en,Single,Y15_Single Exit,,
stops,stop_name,en,Banqiao,209,,
stops,stop_name,en,Xinpu Minsheng,210,,
stops,stop_name,en,Single,Y17_Single Exit,,
stops,stop_name,en,Xingfu,212,,
stops,stop_name,en,New Taipei Industrial Park,213,,
stops,stop_name,en,Single,Y20_Single Exit,,
trips,trip_headsign,en,Songshan,183_6006_UP,,
trips,trip_headsign,en,Songshan,183_6008_UP,,
trips,trip_headsign,en,Xindian,183_6009_DN,,
trips,trip_headsign,en,Songshan,183_6020_UP,,
trips,trip_headsign,en,Xindian,183_6021_DN,,
trips,trip_headsign,en,Songshan,183_6024_UP,,
trips,trip_headsign,en,Songshan,183_6046_UP,,
trips,trip_headsign,en,Xindian,183_6047_DN,,
trips,trip_headsign,en,Songshan,183_6066_UP,,
trips,trip_headsign,en,Xindian,183_6073_DN,,
trips,trip_headsign,en,Songshan,183_6078_UP,,
trips,trip_headsign,en,Xindian,183_6087_DN,,
trips,trip_headsign,en,Songshan,183_6088_UP,,
trips,trip_headsign,en,Xindian,183_6089_DN,,
trips,trip_headsign,en,Songshan,183_6092_UP,,
trips,trip_headsign,en,Songshan,183_6096_UP,,
trips,trip_headsign,en,Xindian,183_6097_DN,,
trips,trip_headsign,en,Xindian,183_6099_DN,,
trips,trip_headsign,en,Songshan,183_6110_UP,,
trips,trip_headsign,en,Songshan,183_6118_UP,,
trips,trip_headsign,en,Xindian,183_6119_DN,,
trips,trip_headsign,en,Xindian,183_6121_DN,,
trips,trip_headsign,en,Xindian,183_6129_DN,,
trips,trip_headsign,en,Songshan,183_6130_UP,,
trips,trip_headsign,en,Songshan,183_6132_UP,,
trips,trip_headsign,en,Songshan,183_6134_UP,,
trips,trip_headsign,en,Songshan,183_6138_UP,,
trips,trip_headsign,en,Songshan,183_6150_UP,,
trips,trip_headsign,en,Xindian,183_6157_DN,,
trips,trip_headsign,en,Xindian,183_6159_DN,,
trips,trip_headsign,en,Xindian,183_6165_DN,,
trips,trip_headsign,en,Songshan,183_6168_UP,,
trips,trip_headsign,en,Songshan,183_6172_UP,,
trips,trip_headsign,en,Xindian,183_6179_DN,,
trips,trip_headsign,en,Songshan,183_6192_UP,,
trips,trip_headsign,en,Songshan,183_6198_UP,,
trips,trip_headsign,en,Xindian,183_6199_DN,,
trips,trip_headsign,en,Xindian,183_6201_DN,,
trips,trip_headsign,en,Xindian,183_6207_DN,,
trips,trip_headsign,en,Songshan,183_6214_UP,,
trips,trip_headsign,en,Songshan,183_6216_UP,,
trips,trip_headsign,en,Songshan,183_6224_UP,,
trips,trip_headsign,en,Songshan,183_6228_UP,,
trips,trip_headsign,en,Xindian,183_6229_DN,,
trips,trip_headsign,en,Xindian,183_6233_DN,,
trips,trip_headsign,en,Xindian,183_6239_DN,,
trips,trip_headsign,en,Songshan,183_6242_UP,,
trips,trip_headsign,en,Xindian,183_6243_DN,,
trips,trip_headsign,en,Songshan,183_6244_UP,,
trips,trip_headsign,en,Songshan,183_6252_UP,,
trips,trip_headsign,en,Xindian,183_6253_DN,,
trips,trip_headsign,en,Songshan,183_6254_UP,,
trips,trip_headsign,en,Xindian,183_6261_DN,,
trips,trip_headsign,en,Xindian,183_6269_DN,,
trips,trip_headsign,en,Xindian,183_6277_DN,,
trips,trip_headsign,en,Songshan,183_6284_UP,,
trips,trip_headsign,en,Songshan,183_6286_UP,,
trips,trip_headsign,en,Songshan,183_6288_UP,,
trips,trip_headsign,en,Xindian,183_6289_DN,,
trips,trip_headsign,en,Songshan,183_6296_UP,,
trips,trip_headsign,en,Xindian,183_6297_DN,,
trips,trip_headsign,en,Songshan,183_6298_UP,,
trips,trip_headsign,en,Songshan,183_6304_UP,,
trips,trip_headsign,en,Xindian,183_6307_DN,,
trips,trip_headsign,en,Xindian,183_6309_DN,,
trips,trip_headsign,en,Xindian,183_6311_DN,,
trips,trip_headsign,en,Songshan,183_6318_UP,,
trips,trip_headsign,en,Xindian,183_6319_DN,,
trips,trip_headsign,en,Songshan,183_6322_UP,,
trips,trip_headsign,en,Songshan,183_6002_UP,,
trips,trip_headsign,en,Xindian,183_6005_DN,,
trips,trip_headsign,en,Xindian,183_6007_DN,,
trips,trip_headsign,en,Songshan,183_6012_UP,,
trips,trip_headsign,en,Songshan,183_6014_UP,,
trips,trip_headsign,en,Xindian,183_6015_DN,,
trips,trip_headsign,en,Songshan,183_6018_UP,,
trips,trip_headsign,en,Xindian,183_6025_DN,,
trips,trip_headsign,en,Xindian,183_6027_DN,,
trips,trip_headsign,en,Xindian,183_6029_DN,,
trips,trip_headsign,en,Songshan,183_6030_UP,,
trips,trip_headsign,en,Xindian,183_6033_DN,,
trips,trip_headsign,en,Xindian,183_6035_DN,,
trips,trip_headsign,en,Songshan,183_6036_UP,,
trips,trip_headsign,en,Songshan,183_6038_UP,,
trips,trip_headsign,en,Xindian,183_6039_DN,,
trips,trip_headsign,en,Xindian,183_6041_DN,,
trips,trip_headsign,en,Xindian,183_6043_DN,,
trips,trip_headsign,en,Songshan,183_6044_UP,,
trips,trip_headsign,en,Songshan,183_6050_UP,,
trips,trip_headsign,en,Songshan,183_6058_UP,,
trips,trip_headsign,en,Songshan,183_6060_UP,,
trips,trip_headsign,en,Xindian,183_6061_DN,,
trips,trip_headsign,en,Xindian,183_6063_DN,,
trips,trip_headsign,en,Songshan,183_6064_UP,,
trips,trip_headsign,en,Songshan,183_6068_UP,,
trips,trip_headsign,en,Xindian,183_6069_DN,,
trips,trip_headsign,en,Songshan,183_6070_UP,,
trips,trip_headsign,en,Songshan,183_6072_UP,,
trips,trip_headsign,en,Xindian,183_6075_DN,,
trips,trip_headsign,en,Songshan,183_6076_UP,,
trips,trip_headsign,en,Xindian,183_6083_DN,,
trips,trip_headsign,en,Xindian,183_6095_DN,,
trips,trip_headsign,en,Taipower Building,183_6103_DN,,
trips,trip_headsign,en,Songshan,183_6104_UP,,
trips,trip_headsign,en,Songshan,183_6106_UP,,
trips,trip_headsign,en,Xindian,183_6107_DN,,
trips,trip_headsign,en,Songshan,183_6112_UP,,
trips,trip_headsign,en,Songshan,183_6116_UP,,
trips,trip_headsign,en,Xindian,183_6133_DN,,
trips,trip_headsign,en,Taipower Building,183_6135_DN,,
trips,trip_headsign,en,Xindian,183_6147_DN,,
trips,trip_headsign,en,Songshan,183_6148_UP,,
trips,trip_headsign,en,Songshan,183_6152_UP,,
trips,trip_headsign,en,Taipower Building,183_6155_DN,,
trips,trip_headsign,en,Songshan,183_6166_UP,,
trips,trip_headsign,en,Xindian,183_6169_DN,,
trips,trip_headsign,en,Xindian,183_6171_DN,,
trips,trip_headsign,en,Xindian,183_6177_DN,,
trips,trip_headsign,en,Taipower Building,183_6193_DN,,
trips,trip_headsign,en,Songshan,183_6194_UP,,
trips,trip_headsign,en,Xindian,183_6205_DN,,
trips,trip_headsign,en,Songshan,183_6210_UP,,
trips,trip_headsign,en,Xindian,183_6213_DN,,
trips,trip_headsign,en,Taipower Building,183_6225_DN,,
trips,trip_headsign,en,Xindian,183_6227_DN,,
trips,trip_headsign,en,Songshan,183_6234_UP,,
trips,trip_headsign,en,Songshan,183_6236_UP,,
trips,trip_headsign,en,Taipower Building,183_6237_DN,,
trips,trip_headsign,en,Xindian,183_6245_DN,,
trips,trip_headsign,en,Xindian,183_6247_DN,,
trips,trip_headsign,en,Taipower Building,183_6255_DN,,
trips,trip_headsign,en,Songshan,183_6260_UP,,
trips,trip_headsign,en,Xindian,183_6263_DN,,
trips,trip_headsign,en,Songshan,183_6264_UP,,
trips,trip_headsign,en,Songshan,183_6266_UP,,
trips,trip_headsign,en,Taipower Building,183_6275_DN,,
trips,trip_headsign,en,Songshan,183_6278_UP,,
trips,trip_headsign,en,Xindian,183_6281_DN,,
trips,trip_headsign,en,Songshan,183_6282_UP,,
trips,trip_headsign,en,Xindian,183_6287_DN,,
trips,trip_headsign,en,Songshan,183_6292_UP,,
trips,trip_headsign,en,Xindian,183_6293_DN,,
trips,trip_headsign,en,Xindian,183_6295_DN,,
trips,trip_headsign,en,Songshan,183_6306_UP,,
trips,trip_headsign,en,Songshan,183_6312_UP,,
trips,trip_headsign,en,Songshan,183_6314_UP,,
trips,trip_headsign,en,Xindian,183_6011_DN,,
trips,trip_headsign,en,Songshan,183_6016_UP,,
trips,trip_headsign,en,Xindian,183_6017_DN,,
trips,trip_headsign,en,Taipower Building,183_6019_DN,,
trips,trip_headsign,en,Songshan,183_6022_UP,,
trips,trip_headsign,en,Songshan,183_6026_UP,,
trips,trip_headsign,en,Songshan,183_6034_UP,,
trips,trip_headsign,en,Xindian,183_6037_DN,,
trips,trip_headsign,en,Songshan,183_6042_UP,,
trips,trip_headsign,en,Xindian,183_6049_DN,,
trips,trip_headsign,en,Songshan,183_6052_UP,,
trips,trip_headsign,en,Songshan,183_6062_UP,,
trips,trip_headsign,en,Xindian,183_6067_DN,,
trips,trip_headsign,en,Songshan,183_6080_UP,,
trips,trip_headsign,en,Xindian,183_6081_DN,,
trips,trip_headsign,en,Songshan,183_6098_UP,,
trips,trip_headsign,en,Xindian,183_6101_DN,,
trips,trip_headsign,en,Xindian,183_6105_DN,,
trips,trip_headsign,en,Songshan,183_6108_UP,,
trips,trip_headsign,en,Xindian,183_6111_DN,,
trips,trip_headsign,en,Taipower Building,183_6115_DN,,
trips,trip_headsign,en,Xindian,183_6117_DN,,
trips,trip_headsign,en,Songshan,183_6120_UP,,
trips,trip_headsign,en,Songshan,183_6122_UP,,
trips,trip_headsign,en,Songshan,183_6124_UP,,
trips,trip_headsign,en,Xindian,183_6125_DN,,
trips,trip_headsign,en,Songshan,183_6126_UP,,
trips,trip_headsign,en,Xindian,183_6127_DN,,
